incident_id,year,receiver_category
4163,2024,State institutions / political system
4161,2024,Critical infrastructure
4161,2024,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)
4161,2024,Critical infrastructure
4161,2024,Critical infrastructure
4161,2024,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)
4161,2024,Critical infrastructure
4161,2024,Critical infrastructure
4161,2024,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)
4161,2024,Critical infrastructure
4160,2023,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)
4159,2024,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)
4159,2024,Critical infrastructure
4158,2024,State institutions / political system
4157,2024,Critical infrastructure
4156,2024,Critical infrastructure
4155,2024,Critical infrastructure
4155,2024,Critical infrastructure
4155,2024,Critical infrastructure
4155,2024,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)
4155,2024,Critical infrastructure
4154,2024,Critical infrastructure
4154,2024,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)
4153,2024,State institutions / political system
4152,2024,Critical infrastructure
4152,2024,Critical infrastructure
4151,2024,Critical infrastructure
4150,2024,State institutions / political system
4150,2024,Critical infrastructure
4150,2024,Education
4150,2024,State institutions / political system
4150,2024,Critical infrastructure
4150,2024,Education
4149,2024,Critical infrastructure
4148,2024,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)
4148,2024,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)
4148,2024,Social groups
4148,2024,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)
4148,2024,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)
4147,2024,Critical infrastructure
4146,2024,Social groups
4146,2024,Social groups
4145,2024,Social groups
4144,2024,Media
4143,2024,Critical infrastructure
4142,2024,State institutions / political system
4141,2024,State institutions / political system
4140,2024,Critical infrastructure
4138,2024,Critical infrastructure
4136,2023,State institutions / political system
4136,2023,Critical infrastructure
4136,2023,Critical infrastructure
4136,2023,Education
4135,2023,Critical infrastructure
4135,2023,Critical infrastructure
4134,2024,Critical infrastructure
4132,2024,Critical infrastructure
4130,2024,Education
4130,2024,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)
4130,2024,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)
4130,2024,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)
4130,2024,Critical infrastructure
4130,2024,State institutions / political system
4130,2024,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)
4130,2024,State institutions / political system
4130,2024,State institutions / political system
4130,2024,Critical infrastructure
4130,2024,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)
4130,2024,Critical infrastructure
4130,2024,State institutions / political system
4130,2024,Critical infrastructure
4130,2024,Critical infrastructure
4130,2024,Critical infrastructure
4130,2024,Critical infrastructure
4130,2024,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)
4130,2024,Critical infrastructure
4129,2023,State institutions / political system
4128,2024,State institutions / political system
4127,2024,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)
4127,2024,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)
4127,2024,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)
4127,2024,Critical infrastructure
4127,2024,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)
4127,2024,Critical infrastructure
4125,2024,Critical infrastructure
4124,2024,Critical infrastructure
4121,2024,Critical infrastructure
4120,2024,Critical infrastructure
4118,2024,Critical infrastructure
4117,2024,State institutions / political system
4116,2024,Critical infrastructure
4115,2024,Critical infrastructure
4114,2024,State institutions / political system
4113,2024,Critical infrastructure
4111,2024,Critical infrastructure
4110,2024,State institutions / political system
4110,2024,Education
4108,2024,Critical infrastructure
4107,2022,State institutions / political system
4106,2022,State institutions / political system
4106,2022,Social groups
4105,2024,Critical infrastructure
4105,2024,Social groups
4103,2024,Critical infrastructure
4103,2024,Critical infrastructure
4103,2024,Critical infrastructure
4101,2024,Critical infrastructure
4100,2024,Critical infrastructure
4099,2024,State institutions / political system
4098,2024,Critical infrastructure
4097,2024,Critical infrastructure
4095,2024,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)
4093,2024,State institutions / political system
4092,2024,State institutions / political system
4092,2024,Critical infrastructure
4091,2024,Critical infrastructure
4090,2024,State institutions / political system
4087,2024,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)
4087,2024,State institutions / political system
4087,2024,State institutions / political system
4087,2024,Social groups
4087,2024,Education
4087,2024,State institutions / political system
4087,2024,Social groups
4087,2024,Education
4087,2024,State institutions / political system
4087,2024,Social groups
4087,2024,Education
4087,2024,State institutions / political system
4087,2024,Social groups
4087,2024,Education
4087,2024,State institutions / political system
4087,2024,Social groups
4087,2024,Education
4087,2024,State institutions / political system
4087,2024,Social groups
4087,2024,Education
4087,2024,State institutions / political system
4087,2024,Social groups
4087,2024,Education
4087,2024,State institutions / political system
4087,2024,Social groups
4087,2024,Education
4087,2024,State institutions / political system
4087,2024,Social groups
4087,2024,Education
4087,2024,State institutions / political system
4087,2024,Social groups
4087,2024,Education
4087,2024,State institutions / political system
4087,2024,Social groups
4087,2024,Education
4087,2024,State institutions / political system
4087,2024,Critical infrastructure
4087,2024,Social groups
4087,2024,Education
4086,2024,State institutions / political system
4086,2024,State institutions / political system
4084,2024,State institutions / political system
4083,2024,State institutions / political system
4083,2024,Critical infrastructure
4082,2024,Critical infrastructure
4081,2024,Critical infrastructure
4081,2024,Critical infrastructure
4080,2022,Unknown
4079,2024,Critical infrastructure
4076,2024,State institutions / political system
4076,2024,Critical infrastructure
4076,2024,State institutions / political system
4076,2024,State institutions / political system
4075,2024,Critical infrastructure
4074,2024,State institutions / political system
4074,2024,State institutions / political system
4073,2024,State institutions / political system
4073,2024,State institutions / political system
4073,2024,State institutions / political system
4072,2024,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)
4071,2024,State institutions / political system
4069,2024,Critical infrastructure
4069,2024,Unknown
4064,2024,State institutions / political system
4063,2024,Critical infrastructure
4063,2024,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)
4061,2024,Critical infrastructure
4057,2024,Critical infrastructure
4057,2024,Critical infrastructure
4057,2024,Education
4056,2024,State institutions / political system
4055,2024,State institutions / political system
4054,2024,Critical infrastructure
4053,2024,Critical infrastructure
4052,2024,Critical infrastructure
4051,2024,Critical infrastructure
4050,2024,State institutions / political system
4049,2024,Critical infrastructure
4048,2024,Media
4045,2024,Critical infrastructure
4043,2024,Critical infrastructure
4039,2024,State institutions / political system
4038,2024,State institutions / political system
4037,2024,State institutions / political system
4033,2024,Media
4033,2024,Education
4029,2024,State institutions / political system
4026,2024,Critical infrastructure
4026,2024,Critical infrastructure
4026,2024,Critical infrastructure
4025,2024,Critical infrastructure
4025,2024,Critical infrastructure
4022,2024,State institutions / political system
4021,2024,State institutions / political system
4021,2024,State institutions / political system
4021,2024,State institutions / political system
4021,2024,State institutions / political system
4021,2024,Critical infrastructure
4021,2024,State institutions / political system
4021,2024,State institutions / political system
4021,2024,State institutions / political system
4021,2024,State institutions / political system
4020,2024,Unknown
4020,2024,Critical infrastructure
4020,2024,Media
4020,2024,Education
4018,2024,Critical infrastructure
4017,2024,Critical infrastructure
4014,2024,State institutions / political system
4012,2024,Critical infrastructure
4011,2024,Critical infrastructure
4010,2024,Critical infrastructure
4009,2020,State institutions / political system
4007,2024,Critical infrastructure
4007,2024,Critical infrastructure
4005,2020,State institutions / political system
4004,2024,Critical infrastructure
4003,2024,State institutions / political system
4003,2024,State institutions / political system
4002,2024,Not available
3992,2024,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)
3992,2024,Critical infrastructure
3990,2024,State institutions / political system
3990,2024,Education
3990,2024,State institutions / political system
3990,2024,Education
3990,2024,State institutions / political system
3990,2024,Education
3990,2024,State institutions / political system
3990,2024,Education
3990,2024,State institutions / political system
3990,2024,Education
3990,2024,State institutions / political system
3990,2024,Education
3990,2024,State institutions / political system
3990,2024,Education
3989,2019,State institutions / political system
3989,2019,State institutions / political system
3989,2019,Critical infrastructure
3988,2024,Critical infrastructure
3988,2024,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)
3988,2024,Critical infrastructure
3988,2024,Critical infrastructure
3988,2024,Critical infrastructure
3988,2024,Critical infrastructure
3988,2024,Critical infrastructure
3988,2024,Critical infrastructure
3988,2024,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)
3988,2024,Critical infrastructure
3988,2024,Critical infrastructure
3988,2024,Critical infrastructure
3988,2024,Critical infrastructure
3988,2024,Critical infrastructure
3987,2024,State institutions / political system
3987,2024,Critical infrastructure
3986,2024,Critical infrastructure
3985,2024,International / supranational organization
3984,2024,International / supranational organization
3979,2024,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)
3979,2024,Critical infrastructure
3978,2024,Unknown
3978,2024,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)
3977,2024,Media
3977,2024,Media
3976,2022,State institutions / political system
3976,2022,Critical infrastructure
3976,2022,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)
3976,2022,State institutions / political system
3976,2022,Critical infrastructure
3976,2022,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)
3976,2022,State institutions / political system
3976,2022,Critical infrastructure
3976,2022,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)
3976,2022,State institutions / political system
3976,2022,Critical infrastructure
3976,2022,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)
3976,2022,State institutions / political system
3976,2022,Critical infrastructure
3976,2022,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)
3976,2022,State institutions / political system
3976,2022,Critical infrastructure
3976,2022,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)
3976,2022,State institutions / political system
3976,2022,Critical infrastructure
3976,2022,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)
3975,2024,State institutions / political system
3975,2024,Education
3974,2024,State institutions / political system
3972,2024,Critical infrastructure
3971,2017,State institutions / political system
3970,2017,Critical infrastructure
3969,2019,Critical infrastructure
3968,2019,Critical infrastructure
3967,2017,Critical infrastructure
3966,2019,Critical infrastructure
3965,2020,State institutions / political system
3965,2020,State institutions / political system
3964,2024,State institutions / political system
3963,2024,State institutions / political system
3962,2017,Media
3962,2017,Media
3962,2017,Critical infrastructure
3962,2017,State institutions / political system
3961,2024,Critical infrastructure
3960,2024,State institutions / political system
3960,2024,Education
3958,2024,Unknown
3957,2024,Critical infrastructure
3957,2024,State institutions / political system
3957,2024,Critical infrastructure
3957,2024,Critical infrastructure
3957,2024,Critical infrastructure
3957,2024,Critical infrastructure
3956,2024,Critical infrastructure
3956,2024,State institutions / political system
3956,2024,State institutions / political system
3956,2024,State institutions / political system
3956,2024,State institutions / political system
3956,2024,Critical infrastructure
3955,2024,Critical infrastructure
3954,2024,Unknown
3954,2024,Critical infrastructure
3953,2024,Critical infrastructure
3952,2024,Critical infrastructure
3952,2024,Critical infrastructure
3952,2024,State institutions / political system
3951,2024,State institutions / political system
3951,2024,Education
3950,2024,State institutions / political system
3950,2024,Critical infrastructure
3949,2024,State institutions / political system
3949,2024,Education
3948,2024,Critical infrastructure
3947,2024,Critical infrastructure
3946,2024,Critical infrastructure
3945,2024,Critical infrastructure
3943,2024,State institutions / political system
3941,2024,Critical infrastructure
3938,2023,Unknown
3938,2023,State institutions / political system
3937,2024,Critical infrastructure
3927,2024,State institutions / political system
3927,2024,Critical infrastructure
3927,2024,Education
3926,2023,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)
3925,2024,Unknown
3924,2024,Unknown
3924,2024,State institutions / political system
3923,2024,State institutions / political system
3923,2024,Critical infrastructure
3923,2024,State institutions / political system
3923,2024,State institutions / political system
3923,2024,State institutions / political system
3923,2024,Critical infrastructure
3922,2024,Critical infrastructure
3919,2024,State institutions / political system
3918,2023,Critical infrastructure
3917,2024,State institutions / political system
3915,2024,State institutions / political system
3913,2024,Critical infrastructure
3912,2024,Critical infrastructure
3911,2020,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)
3911,2020,Critical infrastructure
3909,2024,Social groups
3908,2022,State institutions / political system
3907,2019,State institutions / political system
3906,2024,Social groups
3906,2024,Social groups
3906,2024,Social groups
3906,2024,Social groups
3906,2024,Social groups
3905,2023,State institutions / political system
3904,2024,Critical infrastructure
3904,2024,Critical infrastructure
3903,2024,State institutions / political system
3902,2024,International / supranational organization
3902,2024,Critical infrastructure
3902,2024,State institutions / political system
3902,2024,State institutions / political system
3902,2024,State institutions / political system
3902,2024,State institutions / political system
3902,2024,State institutions / political system
3902,2024,State institutions / political system
3902,2024,State institutions / political system
3902,2024,State institutions / political system
3902,2024,Critical infrastructure
3902,2024,State institutions / political system
3902,2024,Social groups
3902,2024,State institutions / political system
3902,2024,State institutions / political system
3902,2024,Critical infrastructure
3902,2024,State institutions / political system
3902,2024,State institutions / political system
3902,2024,State institutions / political system
3902,2024,State institutions / political system
3901,2024,State institutions / political system
3901,2024,Education
3900,2024,Media
3899,2022,Critical infrastructure
3899,2022,Critical infrastructure
3899,2022,Critical infrastructure
3899,2022,Critical infrastructure
3899,2022,Critical infrastructure
3899,2022,Critical infrastructure
3899,2022,Critical infrastructure
3898,2019,Critical infrastructure
3897,2024,State institutions / political system
3897,2024,Education
3896,2024,Critical infrastructure
3896,2024,Critical infrastructure
3896,2024,Critical infrastructure
3895,2024,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)
3894,2024,State institutions / political system
3892,2024,Unknown
3890,2020,Critical infrastructure
3890,2020,State institutions / political system
3890,2020,Critical infrastructure
3890,2020,State institutions / political system
3889,2024,Critical infrastructure
3889,2024,Education
3886,2024,Critical infrastructure
3885,2024,Critical infrastructure
3885,2024,Critical infrastructure
3884,2024,Critical infrastructure
3881,2024,State institutions / political system
3880,2024,Critical infrastructure
3877,2024,Critical infrastructure
3876,2024,Critical infrastructure
3873,2024,State institutions / political system
3873,2024,Critical infrastructure
3873,2024,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)
3873,2024,Critical infrastructure
3872,2024,Critical infrastructure
3872,2024,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)
3872,2024,End user(s) / specially protected groups
3869,2024,State institutions / political system
3869,2024,Education
3853,2024,Critical infrastructure
3852,2024,State institutions / political system
3851,2024,Critical infrastructure
3851,2024,Critical infrastructure
3851,2024,Critical infrastructure
3851,2024,Critical infrastructure
3851,2024,Critical infrastructure
3851,2024,State institutions / political system
3851,2024,Critical infrastructure
3851,2024,Critical infrastructure
3841,2024,Critical infrastructure
3839,2023,Critical infrastructure
3831,2024,State institutions / political system
3830,2024,Critical infrastructure
3829,2024,State institutions / political system
3829,2024,State institutions / political system
3829,2024,State institutions / political system
3829,2024,State institutions / political system
3829,2024,State institutions / political system
3829,2024,State institutions / political system
3828,2024,Critical infrastructure
3827,2024,Critical infrastructure
3823,2024,Unknown
3823,2024,State institutions / political system
3823,2024,Critical infrastructure
3823,2024,Critical infrastructure
3823,2024,State institutions / political system
3823,2024,Critical infrastructure
3823,2024,Critical infrastructure
3823,2024,State institutions / political system
3823,2024,Critical infrastructure
3823,2024,Critical infrastructure
3823,2024,State institutions / political system
3823,2024,Critical infrastructure
3823,2024,Critical infrastructure
3823,2024,State institutions / political system
3823,2024,Critical infrastructure
3823,2024,Critical infrastructure
3822,2024,State institutions / political system
3822,2024,Education
3818,2024,State institutions / political system
3817,2024,Critical infrastructure
3815,2024,Critical infrastructure
3796,2024,Critical infrastructure
3795,2022,Social groups
3794,2024,State institutions / political system
3792,2024,Critical infrastructure
3789,2024,Critical infrastructure
3788,2024,State institutions / political system
3788,2024,Education
3788,2024,State institutions / political system
3788,2024,Education
3787,2024,State institutions / political system
3787,2024,State institutions / political system
3786,2024,Critical infrastructure
3785,2024,Critical infrastructure
3784,2024,State institutions / political system
3781,2024,Critical infrastructure
3781,2024,State institutions / political system
3781,2024,State institutions / political system
3781,2024,Critical infrastructure
3781,2024,Critical infrastructure
3781,2024,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)
3781,2024,State institutions / political system
3781,2024,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)
3781,2024,Other
3779,2024,State institutions / political system
3778,2024,Critical infrastructure
3777,2024,Critical infrastructure
3776,2024,Unknown
3776,2024,Unknown
3776,2024,State institutions / political system
3776,2024,State institutions / political system
3775,2024,Critical infrastructure
3774,2024,State institutions / political system
3774,2024,Critical infrastructure
3774,2024,Education
3773,2024,Social groups
3773,2024,Social groups
3773,2024,Social groups
3771,2024,State institutions / political system
3771,2024,Education
3770,2023,State institutions / political system
3769,2023,Critical infrastructure
3768,2024,Critical infrastructure
3768,2024,Critical infrastructure
3768,2024,Critical infrastructure
3767,2024,Education
3766,2024,Critical infrastructure
3766,2024,Critical infrastructure
3766,2024,Critical infrastructure
3766,2024,Critical infrastructure
3765,2024,Unknown
3765,2024,Critical infrastructure
3764,2024,Critical infrastructure
3763,2024,State institutions / political system
3762,2024,State institutions / political system
3761,2024,Critical infrastructure
3760,2024,Critical infrastructure
3760,2024,Education
3759,2024,Critical infrastructure
3758,2024,State institutions / political system
3758,2024,State institutions / political system
3758,2024,State institutions / political system
3758,2024,State institutions / political system
3758,2024,State institutions / political system
3758,2024,State institutions / political system
3758,2024,State institutions / political system
3758,2024,State institutions / political system
3758,2024,State institutions / political system
3758,2024,State institutions / political system
3758,2024,State institutions / political system
3758,2024,Critical infrastructure
3758,2024,Education
3757,2024,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)
3757,2024,Critical infrastructure
3756,2024,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)
3756,2024,Critical infrastructure
3754,2024,State institutions / political system
3753,2024,Critical infrastructure
3751,2024,Critical infrastructure
3750,2024,Critical infrastructure
3749,2024,Critical infrastructure
3749,2024,Unknown
3749,2024,State institutions / political system
3749,2024,Social groups
3749,2024,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)
3749,2024,Education
3748,2024,Critical infrastructure
3747,2022,State institutions / political system
3747,2022,Critical infrastructure
3747,2022,Critical infrastructure
3747,2022,Critical infrastructure
3747,2022,Education
3747,2022,State institutions / political system
3747,2022,Critical infrastructure
3747,2022,Critical infrastructure
3747,2022,Critical infrastructure
3747,2022,Education
3747,2022,State institutions / political system
3747,2022,Critical infrastructure
3747,2022,Critical infrastructure
3747,2022,Critical infrastructure
3747,2022,Education
3747,2022,State institutions / political system
3747,2022,Critical infrastructure
3747,2022,Critical infrastructure
3747,2022,Critical infrastructure
3747,2022,Education
3746,2024,State institutions / political system
3746,2024,Critical infrastructure
3746,2024,Critical infrastructure
3746,2024,Education
3746,2024,State institutions / political system
3746,2024,Critical infrastructure
3746,2024,Critical infrastructure
3746,2024,Education
3746,2024,State institutions / political system
3746,2024,Critical infrastructure
3746,2024,Critical infrastructure
3746,2024,Education
3745,2023,State institutions / political system
3744,2024,Critical infrastructure
3743,2024,Critical infrastructure
3742,2024,Critical infrastructure
3741,2024,Critical infrastructure
3740,2024,State institutions / political system
3740,2024,Education
3739,2024,State institutions / political system
3739,2024,Critical infrastructure
3739,2024,State institutions / political system
3739,2024,State institutions / political system
3739,2024,Critical infrastructure
3739,2024,Critical infrastructure
3738,2024,State institutions / political system
3737,2024,Critical infrastructure
3737,2024,Critical infrastructure
3737,2024,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)
3737,2024,Critical infrastructure
3737,2024,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)
3736,2024,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)
3735,2024,State institutions / political system
3735,2024,State institutions / political system
3734,2024,Social groups
3733,2024,Social groups
3733,2024,Media
3733,2024,State institutions / political system
3733,2024,State institutions / political system
3732,2024,Critical infrastructure
3731,2024,Critical infrastructure
3731,2024,Critical infrastructure
3730,2024,Not available
3729,2024,Critical infrastructure
3729,2024,Critical infrastructure
3729,2024,Critical infrastructure
3729,2024,Critical infrastructure
3729,2024,Critical infrastructure
3729,2024,Critical infrastructure
3729,2024,Critical infrastructure
3729,2024,Critical infrastructure
3728,2024,Critical infrastructure
3728,2024,Critical infrastructure
3727,2024,Critical infrastructure
3727,2024,Critical infrastructure
3727,2024,Critical infrastructure
3726,2024,State institutions / political system
3725,2024,State institutions / political system
3725,2024,Science
3725,2024,State institutions / political system
3725,2024,State institutions / political system
3725,2024,Science
3725,2024,Science
3725,2024,Education
3725,2024,Education
3725,2024,Education
3724,2024,Critical infrastructure
3723,2024,End user(s) / specially protected groups
3723,2024,End user(s) / specially protected groups
3723,2024,Critical infrastructure
3722,2024,State institutions / political system
3721,2024,Education
3721,2024,Critical infrastructure
3721,2024,Unknown
3720,2024,Critical infrastructure
3719,2024,Critical infrastructure
3718,2023,State institutions / political system
3718,2023,State institutions / political system
3718,2023,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)
3717,2024,Critical infrastructure
3716,2024,Critical infrastructure
3715,2024,Critical infrastructure
3714,2024,Not available
3711,2024,Critical infrastructure
3708,2022,State institutions / political system
3708,2022,Critical infrastructure
3708,2022,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)
3708,2022,Critical infrastructure
3708,2022,Education
3708,2022,State institutions / political system
3708,2022,Critical infrastructure
3708,2022,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)
3708,2022,Critical infrastructure
3708,2022,Education
3708,2022,State institutions / political system
3708,2022,Critical infrastructure
3708,2022,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)
3708,2022,Critical infrastructure
3708,2022,Education
3708,2022,State institutions / political system
3708,2022,Critical infrastructure
3708,2022,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)
3708,2022,Critical infrastructure
3708,2022,Education
3708,2022,State institutions / political system
3708,2022,Critical infrastructure
3708,2022,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)
3708,2022,Critical infrastructure
3708,2022,Education
3707,2024,State institutions / political system
3706,2024,Critical infrastructure
3705,2024,State institutions / political system
3704,2024,Critical infrastructure
3704,2024,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)
3704,2024,Critical infrastructure
3704,2024,Critical infrastructure
3704,2024,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)
3704,2024,Critical infrastructure
3704,2024,Critical infrastructure
3704,2024,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)
3704,2024,Critical infrastructure
3704,2024,Critical infrastructure
3704,2024,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)
3704,2024,Critical infrastructure
3703,2024,Critical infrastructure
3702,2024,Critical infrastructure
3701,2024,Critical infrastructure
3700,2024,Critical infrastructure
3700,2024,Critical infrastructure
3700,2024,Critical infrastructure
3700,2024,Critical infrastructure
3700,2024,Critical infrastructure
3700,2024,Critical infrastructure
3700,2024,Critical infrastructure
3700,2024,Critical infrastructure
3700,2024,Critical infrastructure
3700,2024,Critical infrastructure
3700,2024,Critical infrastructure
3700,2024,Critical infrastructure
3699,2024,State institutions / political system
3698,2024,State institutions / political system
3698,2024,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)
3698,2024,State institutions / political system
3698,2024,State institutions / political system
3698,2024,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)
3698,2024,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)
3697,2024,State institutions / political system
3696,2024,Critical infrastructure
3695,2024,State institutions / political system
3694,2024,State institutions / political system
3694,2024,Education
3693,2024,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)
3692,2024,State institutions / political system
3691,2024,Critical infrastructure
3690,2024,State institutions / political system
3690,2024,Education
3689,2024,State institutions / political system
3689,2024,Critical infrastructure
3688,2024,Critical infrastructure
3686,2024,Critical infrastructure
3686,2024,Education
3685,2024,State institutions / political system
3683,2024,Critical infrastructure
3682,2024,State institutions / political system
3681,2024,Critical infrastructure
3680,2024,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)
3680,2024,State institutions / political system
3680,2024,Education
3679,2024,Critical infrastructure
3678,2024,State institutions / political system
3677,2024,State institutions / political system
3675,2024,Critical infrastructure
3675,2024,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)
3674,2024,Critical infrastructure
3674,2024,Critical infrastructure
3674,2024,State institutions / political system
3674,2024,Critical infrastructure
3673,2024,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)
3673,2024,Critical infrastructure
3672,2024,State institutions / political system
3672,2024,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)
3671,2023,Critical infrastructure
3670,2023,Critical infrastructure
3669,2024,Critical infrastructure
3668,2024,Critical infrastructure
3668,2024,Critical infrastructure
3668,2024,Critical infrastructure
3668,2024,Critical infrastructure
3667,2024,Critical infrastructure
3666,2024,Unknown
3666,2024,Social groups
3665,2024,State institutions / political system
3664,2024,Critical infrastructure
3664,2024,State institutions / political system
3663,2024,State institutions / political system
3662,2024,Critical infrastructure
3661,2024,State institutions / political system
3661,2024,Critical infrastructure
3661,2024,Education
3660,2024,Critical infrastructure
3659,2024,State institutions / political system
3658,2024,State institutions / political system
3657,2024,Critical infrastructure
3655,2024,Critical infrastructure
3653,2024,Critical infrastructure
3652,2024,Media
3651,2024,Critical infrastructure
3650,2024,Critical infrastructure
3650,2024,Critical infrastructure
3650,2024,Critical infrastructure
3650,2024,Critical infrastructure
3650,2024,Critical infrastructure
3650,2024,Critical infrastructure
3650,2024,Critical infrastructure
3650,2024,Critical infrastructure
3650,2024,Critical infrastructure
3650,2024,Critical infrastructure
3650,2024,Critical infrastructure
3650,2024,Critical infrastructure
3650,2024,Critical infrastructure
3649,2024,State institutions / political system
3648,2022,State institutions / political system
3648,2022,State institutions / political system
3647,2022,State institutions / political system
3646,2024,State institutions / political system
3645,2024,State institutions / political system
3644,2024,State institutions / political system
3643,2024,Critical infrastructure
3642,2024,Critical infrastructure
3642,2024,Critical infrastructure
3642,2024,Critical infrastructure
3642,2024,Critical infrastructure
3642,2024,Critical infrastructure
3642,2024,Critical infrastructure
3642,2024,Critical infrastructure
3642,2024,Critical infrastructure
3640,2024,Critical infrastructure
3639,2024,Critical infrastructure
3638,2024,State institutions / political system
3637,2024,Critical infrastructure
3635,2023,Critical infrastructure
3634,2024,Critical infrastructure
3634,2024,State institutions / political system
3634,2024,State institutions / political system
3633,2024,State institutions / political system
3632,2024,State institutions / political system
3631,2024,State institutions / political system
3630,2024,Critical infrastructure
3629,2024,Critical infrastructure
3628,2024,Critical infrastructure
3627,2024,Critical infrastructure
3626,2024,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)
3625,2024,State institutions / political system
3625,2024,State institutions / political system
3625,2024,State institutions / political system
3625,2024,State institutions / political system
3625,2024,State institutions / political system
3625,2024,State institutions / political system
3624,2024,Critical infrastructure
3623,2024,Critical infrastructure
3623,2024,Critical infrastructure
3623,2024,Critical infrastructure
3623,2024,Critical infrastructure
3622,2024,Critical infrastructure
